"Eotragus"	"Hypsodontus"	"Tethytragus"	"Protragocerus"	"Samotragus"	"Moldoredunca"	"Protoryx"	"Miotragocerus"	"Austroportax"	"Ouzocerus"	"Pachytragus"	"Pseudotragus"	"Gazella"	"Prostrepsiceros"	"Tragoportax"	"Oioceros"	"Mesembriacerus"	"Palaeoreas"	"Palaeoryx"	"Criotherium"	"Helicotragus"	"Nisidorcas"	"Cainotherium"	"Stephanocemas"	"Procervulus"	"Lagomeryx"	"Stehlinoceros"	"Heteroprox"	"Dicrocerus"	"Euprox"	"Amphiprox"	"Cervavitus"	"Lucentia"	"Orygotherium"	"Giraffokeryx"	"Decennatherium"	"Palaeotragus"	"Bohlinia"	"Helladotherium"	"Birgerbohlinia"	"Amphimoschus"	"Amphitragulus"	"Micromeryx"	"Hispanomeryx"	"Taucanamo"	"Schizoporcus"	"Ampelomeryx"	"Triceromeryx"	"Palaeomeryx"	"Aureliachoerus"	"Bunolistriodon"	"Hyotherium"	"Conohyus"	"Albanohyus"	"Listriodon"	"Parachleuastochoerus"	"Propotamochoerus"	"Hippopotamodon"	"Dorcatherium"	"Pliohyrax"	"Anisodon"	"Metaschizotherium"	"Chalicotherium"	"Ancylotherium"	"Anchitherium"	"Sinohippus"	"Cormohipparion"	"Hippotherium"	"Hipparion"	"Cremohipparion"	"Protaceratherium"	"Diaceratherium"	"Prosantorhinus"	"Plesiaceratherium"	"Hispanotherium"	"Brachypotherium"	"Lartetotherium"	"Begertherium"	"Hoploaceratherium"	"Alicornops"	"Dicerorhinus"	"Aceratherium"	"Dihoplus"	"Acerorhinus"	"Chilotherium"	"Pliodiceros"	"Tapirus"	"Mesopithecus"	"Crouzelia"	"Anapithecus"	"Griphopithecus"	"Dryopithecus"	"Hispanopithecus"	"Ouranopithecus"	"Pliopithecus"	"Archaeobelodon"	"Prodeinotherium"	"Deinotherium"	"Gomphotherium"	"Platybelodon"	"Tetralophodon"	"Choerolophodon"	"Anancus"	"Zygolophodon"
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0
